Sexo;EstadoCivil;FechaNacimiento;Instruccion;CodigoBarrio;NumeroCargas;TipoActividad;NumeroCredito;Monto;NumeroCuotas;ValorCuota;FechaEntrega;Tasa;Calificacion;encaje;tipo;vivienda;totalActivo;totalPasivo;Ingresos;Gastos;MoraCredito
Femenino;Casado;26/9/1971;P;18096504;0;--Seleccione Tipo Empleo--;2061;2000;24;83,33;18/2/2015;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Soltero;12/5/1955;P;18096403;1;Independiente;7312;600;12;55,4;9/3/2021;20.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;15200;1;416;294;0
Femenino;Casado;1/5/1993;S;18097001;0;Independiente;5575;1000;6;166,67;3/7/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;46000;21233,63;1336;960,83;0
Femenino;Casado;1/12/1977;P;18096203;3;Independiente;6819;1000;12;91,99;2/10/2020;18.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;16000;60,69;941,67;622,13;0
Femenino;Casado;26/1/1971;P;18096302;5;Independiente;3172;500;10;50;15/9/2016;24.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;53000;7258,32;1800;521,63;0
Femenino;Soltero;8/8/1988;U;18096105;0;--Seleccione Tipo Empleo--;1084;1000;12;83,33;1/9/2013;20.00;Consumo;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Divorciado;7/8/1965;P;18096801;0;Independiente;2219;1000;12;83,33;1/6/2015;22.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;1500;0;480;20;1
Masculino;Soltero;30/5/1987;P;18096606;0;--Seleccione Tipo Empleo--;6378;1000;12;77,06;1/6/2020;0.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;29/12/1977;P;18096201;0;Empleado Privado;6943;3000;24;150,57;9/11/2020;18.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;37000;2241,7;563,42;363,88;0
Femenino;Casado;7/4/1986;U;18096206;2;--Seleccione Tipo Empleo--;7136;5000;36;191,09;15/1/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;28/5/1981;P;18096601;0;Independiente;8939;10000;54;287,22;18/8/2022;20.09;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;46200;8634,99;1008;512,8;0
Masculino;Viudo;4/2/1959;P;18096604;0;Independiente;168;2856,1;23;124,18;10/5/2011;22.44;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;12000;361,61;420;315,2;0
Femenino;Casado;28/12/1990;P;18096501;0;--Seleccione Tipo Empleo--;1486;600;10;60;23/5/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Casado;1/4/1985;P;18070102;1;--Seleccione Tipo Empleo--;3667;2000;6;333,33;20/4/2017;21.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;5/6/1959;P;18015501;0;Independiente;6889;2000;24;104,65;19/10/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;56100;2417,7;640;406,06;0
Masculino;Casado;1/2/1989;P;18015503;0;Independiente;3470;5000;30;166,67;31/1/2017;21.00;Microcrédito;50;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;104700;94875;3800;3100;0
Masculino;Casado;28/5/1972;P;18097002;3;Independiente;2811;2000;24;83,33;22/4/2016;21.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;33000;1;1200;175;0
Femenino;Casado;12/2/1988;S;18035012;0;Independiente;7669;5100;12;476,29;18/6/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;72000;32101,61;2000;1822,14;0
Femenino;Viudo;14/6/1972;P;18096504;0;Independiente;7512;1800;24;91,88;4/5/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;31400;7170,56;1120;854,14;0
Masculino;Casado;27/7/1959;S;18096102;0;Independiente;6145;3000;24;155,89;13/1/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;35000;4440,24;1845;1292,52;0
Femenino;Casado;29/7/1975;P;18096302;0;Independiente;4504;3000;24;125;16/5/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;49563,79;30367,73;3125;1653,21;0
Masculino;Unión Libre;28/7/1988;S;18016515;0;--Seleccione Tipo Empleo--;398;5000;24;208,33;9/2/2012;22.44;Microcrédito;350;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Divorciado;9/11/1972;S;18010304;2;--Seleccione Tipo Empleo--;5424;1200;14;112,41;12/5/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;20/10/1991;S;18016001;0;--Seleccione Tipo Empleo--;4190;6000;36;166,67;27/12/2017;21.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;1/12/1984;P;18096208;0;--Seleccione Tipo Empleo--;2732;6200;33;187,88;13/3/2016;20.50;Microcrédito;294,5;Ordinario Cuota Fija;VIVE CON FAMILIARES;9000;1;1200;250;1
Femenino;Divorciado;27/2/1968;P;18015503;0;--Seleccione Tipo Empleo--;2853;1500;12;125;29/4/2016;21.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;24/5/1981;P;18096606;0;Independiente;3098;12000;48;250;4/8/2016;20.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;16200;1;500;150;1
Femenino;Casado;9/4/1986;N;18096306;1;Independiente;3747;600;12;50;28/5/2017;23.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;26000;18541;1150;350;0
Femenino;Casado;1/5/1990;P;18096801;3;Independiente;299;1000;12;83,33;26/8/2011;22.44;Consumo;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;26000;5000;1500;1310;0
Femenino;Unión Libre;1/8/1986;P;18015804;0;Independiente;785;8000;36;222,22;25/1/2013;23.00;Microcrédito;260;Ordinario Cuota Fija;PROPIA HIPOTECADA;38200;14239,24;1360,14;573,63;1
Masculino;Casado;24/12/1990;P;18096606;1;--Seleccione Tipo Empleo--;5765;700;14;65,48;2/9/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Divorciado;9/7/1970;P;18096605;0;Independiente;2739;500;10;50;15/3/2016;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;83500;27573,42;2464;1089,92;0
Femenino;Soltero;28/4/1999;P;18096501;0;--Seleccione Tipo Empleo--;6772;642,66;8;97;23/9/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Casado;27/12/1964;N;18015504;0;Independiente;4573;2000;18;111,11;11/6/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;48000;6000;600;475;0
Femenino;Soltero;20/9/1980;P;18096402;3;--Seleccione Tipo Empleo--;4638;10000;51;326,1;29/6/2018;21.00;Microcrédito;375;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;6/1/1992;S;18095007;0;Empleado Privado;6470;5000;36;225,67;27/6/2020;21.50;Microcrédito;0;Ordinario Cuota Variable;ARRENDADA;46000;14726,11;1960,69;998,4;0
Femenino;Casado;13/12/1980;U;18095004;3;Empleado Privado;110;16113,7;45;358,08;30/4/2011;19.20;Microcrédito;0;Ordinario Cuota Fija;PROPIA HIPOTECADA;0;0;2000;2166;0
Femenino;Casado;15/4/1966;P;18096606;0;--Seleccione Tipo Empleo--;1110;3000;24;125;3/10/2013;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Casado;28/7/1979;P;18015801;0;Independiente;1438;12600;48;262,5;27/4/2014;20.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;54700;1;1032;310,92;0
Femenino;Casado;28/3/1989;P;18096802;2;--Seleccione Tipo Empleo--;1938;500;10;50;23/12/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Soltero;26/8/1994;S;18096103;0;Independiente;2706;1500;6;250;23/2/2016;20.00;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;2200;8709,94;926,61;546,61;0
Masculino;Casado;1/1/1985;P;18096706;0;Independiente;6228;13000;62;359,53;13/2/2020;20.50;Microcrédito;130;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;48200;1420;1660;425;0
Femenino;Soltero;30/1/1997;S;18095010;0;Independiente;8921;1000;4;257,13;15/8/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;27700;1537,47;723;460,18;0
Femenino;Soltero;31/5/1995;U;18096101;0;Empleado Privado;7168;5000;36;191,09;25/1/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;1;1;1;1;0
Femenino;Casado;23/1/1992;P;18095105;1;Independiente;2521;500;10;50;15/10/2015;21.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;650;0;1
Masculino;Casado;16/11/1990;P;18096102;0;Independiente;7182;5000;36;191,09;28/1/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;32500;4895,04;9073;6362,62;1
Femenino;Casado;24/1/1988;P;18096208;2;Independiente;838;330;6;55;22/2/2013;23.00;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;39000;0;700;620;0
Femenino;Divorciado;15/9/1992;U;18096310;0;Independiente;9157;15000;60;305,71;9/10/2022;19.97;Microcrédito;150;Ordinario Cuota Fija;VIVE CON FAMILIARES;3000;7979,03;900;396;0
Masculino;Casado;15/2/1944;P;18096102;0;Independiente;2729;400;9;44,44;10/3/2016;20.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;1000;0;150;60;0
Femenino;Casado;3/4/1978;P;18010310;0;Independiente;4273;700;8;87,5;8/2/2018;21.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;8000;0;866,67;453,33;0
Masculino;Casado;19/9/1968;P;18015507;0;Independiente;7053;5000;18;320,35;10/12/2020;18.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;79300;10000;2465;1988,59;0
Femenino;Soltero;12/10/1985;U;18096603;2;Independiente;9933;3000;6;506,09;2/6/2023;15.56;Consumo;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;63300;21580;2134;1499,99;0
Masculino;Soltero;21/3/1996;P;18065003;0;--Seleccione Tipo Empleo--;3731;1500;18;83,33;22/5/2017;21.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;7/8/1983;S;18096102;0;--Seleccione Tipo Empleo--;3621;2000;18;111,11;2/4/2017;21.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;28/6/1973;P;18095002;0;--Seleccione Tipo Empleo--;3247;5000;30;166,67;24/10/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;12/4/1987;P;18015104;1;--Seleccione Tipo Empleo--;1199;600;12;50;6/12/2013;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Casado;28/2/1978;P;18096803;2;Independiente;3254;3800;26;146,15;26/10/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;8000;20000;4000;470;0
Femenino;Casado;5/5/1994;S;18096605;2;--Seleccione Tipo Empleo--;3071;400;8;50;25/7/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;30/1/1997;S;18095010;0;Independiente;6448;600;6;106,52;22/6/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;27700;1537,47;723;460,18;0
Masculino;Casado;20/9/1989;U;18015503;0;Independiente;6896;600;12;56,17;21/10/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;27000;0;1200;300;0
Masculino;Soltero;16/5/2001;S;18096306;1;Empleado Privado;7835;4500;30;192,59;22/8/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;5000;0;839,2;333,04;0
Masculino;Casado;30/9/1983;P;18016512;2;Independiente;7757;7500;30;320,14;19/7/2021;19.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;3500;20;3500;1065;0
Masculino;Casado;8/8/1971;U;18096302;0;--Seleccione Tipo Empleo--;877;5000;36;138,89;13/3/2013;20.00;Consumo;162,5;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;2/1/1984;P;18096310;0;Independiente;2363;500;10;50;3/8/2015;21.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;20000;0;2500;150;0
Femenino;Casado;16/7/1986;P;18096603;1;Independiente;6038;13000;51;417,96;1/12/2019;0.00;Microcrédito;130;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;22000;2;2620;320;0
Femenino;Soltero;18/9/1996;S;18096306;2;Independiente;4796;500;8;62,5;6/9/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;3000;0;500;280;0
Masculino;Casado;3/12/1975;P;18096302;2;Empleado Privado;8434;23000;60;610,02;29/3/2022;19.50;Microcrédito;230;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;24800;0;1188;481,6;0
Masculino;Casado;16/9/1989;P;18096804;2;Independiente;7672;750;12;69,63;21/6/2021;19.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;65500;60000;2240;1996,78;0
Masculino;Unión Libre;22/9/1986;S;18015504;0;Independiente;8335;2000;18;136,63;9/3/2022;19.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;16080;1860;1771;1065,84;1
Femenino;Soltero;21/11/2001;S;18045003;0;Independiente;8650;3000;24;141,23;29/5/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;31500;685,48;1086;497,72;0
Femenino;Soltero;20/11/1990;P;18065003;0;--Seleccione Tipo Empleo--;1831;600;12;50;7/11/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;3/11/1987;U;18015801;1;--Seleccione Tipo Empleo--;5758;5350;26;276,71;30/8/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;6/9/1988;P;18097002;2;--Seleccione Tipo Empleo--;2485;7000;18;388,89;25/9/2015;20.50;Microcrédito;332,5;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;17/11/1995;S;18096801;0;--Seleccione Tipo Empleo--;2930;3000;24;125;5/6/2016;21.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;13/10/1985;S;18015505;0;Empleado Privado;8048;4000;12;365,95;24/11/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA HIPOTECADA;118000;28584,38;2650;1865,09;0
Masculino;Casado;27/7/1984;P;18015503;0;Independiente;902;4000;24;166,67;3/4/2013;23.00;Microcrédito;130;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;79000;1201;6000;1030;0
Femenino;Soltero;30/9/1972;P;18096903;0;Independiente;1402;500;10;50;7/4/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;29400;430,5;1200;175;0
Femenino;Casado;16/2/1978;P;18097005;3;--Seleccione Tipo Empleo--;3281;1500;18;83,33;10/11/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;9/10/1958;P;18096504;0;Independiente;5130;1000;12;83,33;6/2/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;40300;13094,74;1696,67;1383,77;0
Femenino;Soltero;26/7/1984;P;18015506;1;Independiente;3672;3000;16;187,5;23/4/2017;21.00;Microcrédito;90;Ordinario Cuota Fija;VIVE CON FAMILIARES;8000;0;1275;428,6;0
Masculino;Casado;21/7/1952;P;18095101;0;Independiente;1545;500;10;50;15/6/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;78000;9046;1492,5;1091,3;0
Femenino;Soltero;1/9/1991;P;18096306;0;Empleado Privado;8804;1000;12;93,95;15/7/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;8352,8;7485,96;650;377,19;1
Femenino;Casado;25/5/1991;U;18095002;2;Independiente;8544;10000;36;303,31;26/4/2022;19.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;33500;25052,62;8160;7495,46;0
Masculino;Divorciado;26/8/1950;P;18096303;1;--Seleccione Tipo Empleo--;3029;500;8;62,5;11/7/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;1/7/1960;P;18096503;0;Independiente;410;1100;15;73,33;15/2/2012;22.44;Consumo;77;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;24500;2;700;115;0
Masculino;Divorciado;30/10/1970;P;18096803;0;Independiente;3005;1000;12;83,33;30/6/2016;23.00;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;32500;20548;600;297,71;0
Femenino;Casado;6/6/1988;U;18095002;0;Empleado Publico;5995;1000;12;83,33;19/11/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;39000;35189,4;1847;1540,63;0
Femenino;Casado;17/7/1974;P;18096801;0;Independiente;1858;5300;33;160,61;24/11/2014;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;46500;42848,57;854;585,46;0
Femenino;Divorciado;31/5/1981;S;18096401;1;--Seleccione Tipo Empleo--;1870;4000;28;142,86;27/11/2014;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Divorciado;25/7/1988;P;18015525;1;Empleado Privado;4851;3000;24;125;2/10/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;19000;7398,69;450;246;0
Masculino;Divorciado;18/1/1966;P;18097005;0;Independiente;6419;5000;36;191,09;15/6/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;15580;0;880;509,06;0
Masculino;Soltero;10/1/1992;S;18096108;0;Empleado Privado;2005;2200;18;122,22;22/1/2015;21.50;Microcrédito;0;Ordinario Cuota Variable;ARRENDADA;14200;1;1100;340;0
Femenino;Casado;1/12/1991;P;18096804;0;Independiente;1604;300;8;37,5;21/7/2014;22.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;44800;0;832,06;486,42;0
Masculino;Casado;27/6/1975;P;18097001;0;Independiente;668;2500;16;156,25;19/10/2012;23.00;Microcrédito;175;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;62000;1;2800;185;0
Femenino;Viudo;3/9/1985;P;18096603;0;--Seleccione Tipo Empleo--;3414;400;8;50;11/1/2017;24.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;14500;0;450;230,4;0
Femenino;Casado;13/11/1955;P;18097004;0;Independiente;7904;3000;24;152,79;21/9/2021;19.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;30000;0;400;332;0
Femenino;Soltero;7/9/1975;P;18096801;0;Independiente;7675;600;6;106;22/6/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;22750;0,01;700;562,66;0
Femenino;Casado;20/9/1998;P;18095002;1;Independiente;8010;1600;12;148,45;10/11/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;8000;21;728;499,6;0
Femenino;Soltero;12/10/1985;U;18096603;2;Independiente;7969;1050;14;84,76;22/10/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;63300;21580;2134;1499,99;0
Masculino;Viudo;27/9/1959;P;18065002;0;--Seleccione Tipo Empleo--;3913;3500;18;194,44;9/8/2017;21.00;Microcrédito;105;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;25/2/1980;P;18096306;3;Independiente;7196;2600;24;134,95;3/2/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;43200;18521;1150;866;0
Femenino;Casado;23/9/1978;P;18095007;0;Independiente;1093;3000;24;125;11/9/2013;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;48000;0;850;486;0
Masculino;Soltero;22/11/1969;P;18096102;0;Independiente;9098;2000;24;92,76;27/9/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;41380;1505,19;650;318,17;0
Femenino;Casado;21/7/1989;P;18095006;4;Independiente;19;219,02;3;73,01;24/4/2011;20.04;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Unión Libre;26/9/1992;S;18096802;0;Independiente;614;3000;18;166,67;6/9/2012;23.00;Microcrédito;210;Ordinario Cuota Variable;VIVE CON FAMILIARES;42843,61;20612,15;3520;2713,33;1
Masculino;Soltero;14/12/1969;U;18096103;0;--Seleccione Tipo Empleo--;2897;1500;18;83,33;19/5/2016;21.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Soltero;8/7/1993;P;18096403;0;Independiente;6287;6000;38;235,37;6/3/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;17000;10351,71;1520;999,13;0
Femenino;Viudo;10/10/1975;P;18097002;0;Independiente;2812;2500;24;104,17;22/4/2016;21.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;26500;1;1216;572,8;0
Femenino;Casado;10/12/1979;P;18096310;2;Independiente;3508;400;6;66,67;13/2/2017;23.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;40500;4500;2008;665;0
Masculino;Casado;7/3/1991;P;18015501;1;Empleado Privado;9391;1500;24;67,2;14/12/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;22000;4686,58;1400;487,2;0
Femenino;Casado;23/12/1972;P;18096803;0;--Seleccione Tipo Empleo--;3043;1000;10;100;13/7/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;2/1/1978;S;18095008;3;Independiente;1799;1000;12;83,33;16/10/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;180000;41746,03;4500;3989,8;0
Masculino;Casado;29/10/1980;P;18015506;0;--Seleccione Tipo Empleo--;1388;500;3;166,67;24/3/2014;22.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;3/10/1967;P;18096310;1;Empleado Privado;2663;500;12;41,67;25/1/2016;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;44000;6000;910;535,95;0
Masculino;Casado;14/12/1981;S;18016005;0;Independiente;3140;600;6;100;1/9/2016;24.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;104500;1;3300;454,42;0
Femenino;Casado;31/1/1970;P;18096201;1;--Seleccione Tipo Empleo--;5417;3500;24;181,88;10/5/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;14/6/1974;S;18045006;2;--Seleccione Tipo Empleo--;3365;600;12;50;16/12/2016;24.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;18/2/1987;U;18095005;1;Independiente;4235;6000;36;166,67;23/1/2018;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;54500;0;1200;630;0
Masculino;Casado;9/7/1958;N;18096501;0;Independiente;3328;600;12;50;28/11/2016;24.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;11500;5440,01;840;170;1
Femenino;Divorciado;24/3/1989;P;18095004;2;Independiente;5411;700;12;58,33;9/5/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;1000;3309,2;840;205;0
Masculino;Casado;3/3/1970;P;18096208;0;Independiente;5449;800;8;100;21/5/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;31000;7100;2385;2212,2;0
Masculino;Soltero;12/6/1996;S;18096504;0;Empleado Privado;8160;4000;24;221,58;5/1/2022;19.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;4000;1;800;301,68;0
Femenino;Soltero;3/1/1992;P;2015901;2;--Seleccione Tipo Empleo--;5797;4000;24;207,9;11/9/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Divorciado;14/3/1962;S;18096101;0;Independiente;7999;4000;18;259,63;5/11/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;63000;3958,3;1885;1240,75;0
Masculino;Casado;3/2/1963;P;18095002;2;Independiente;6446;10500;60;294,06;19/6/2020;20.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;42700;20000;1176,8;936,38;1
Masculino;Casado;15/2/1944;P;18096102;0;Independiente;1405;300;7;42,86;7/4/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;1000;0;150;60;0
Masculino;Casado;8/8/1991;P;18096802;2;Independiente;3153;2700;24;112,5;6/9/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;56500;40420,57;4000;2367,75;0
Femenino;Casado;27/4/1952;P;18096904;0;Independiente;4763;3000;26;155,07;27/8/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;27450;4828,89;1382;911,53;1
Masculino;Soltero;24/11/1997;S;18096606;0;Independiente;7332;4000;24;197,75;14/3/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;9000;593,47;2492;906,4;0
Masculino;Divorciado;1/4/1959;P;18016005;0;Independiente;8094;1000;12;93,49;12/12/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;13000;1;850;442,8;0
Femenino;Viudo;3/9/1985;P;18096603;0;--Seleccione Tipo Empleo--;4022;500;8;62,5;3/10/2017;23.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;14500;0;450;230,4;0
